item_id,folder,broker,title,keywords,match_score,remote_path,local_path,status,note,top_candidates
31,03_盘口订单簿与大单资金流,海通证券,大单的精细化处理与大单因子重构,大单的精细化处理与大单因子重构,6.9000,/mnt/research/研报/海通证券/20210120-海通证券-选股因子系列研究（七十二）：大单的精细化处理与大单因子重构.pdf,C:\Users\13477\Desktop\量化研报阅读计划\03_盘口订单簿与大单资金流\20210120-海通证券-选股因子系列研究(七十二)_大单的精细化处理与大单因子重构.pdf,copied,,20210120-海通证券-选股因子系列研究（七十二）：大单的精细化处理与大单因子重构.pdf (6.90) || 20170423-海通证券-多因子跟踪周报.pdf (3.88) || 20170407-海通证券-量化研究新思维（一）：对选股因子择时.pdf (3.86)
32,03_盘口订单簿与大单资金流,东方证券,基于大单的alpha因子构建,基于大单的alpha因子构建,6.8947,/mnt/research/研报/东方证券/20211027-东方证券-因子选股系列之七十九：基于大单的alpha因子构建.pdf,C:\Users\13477\Desktop\量化研报阅读计划\03_盘口订单簿与大单资金流\20211027-东方证券-因子选股系列之七十九_基于大单的alpha因子构建.pdf,copied,,20211027-东方证券-因子选股系列之七十九：基于大单的alpha因子构建.pdf (6.89) || 20210722-东方证券-因子选股系列之七十六：基于委托订单数据的alpha因子.pdf (4.53) || 20160812-东方证券-《因子选股系列研究之十》：Alpha因子库精简与优化.pdf (4.18)
33,03_盘口订单簿与大单资金流,国信证券,基于主动买卖特征的高频订单因子改进,基于主动买卖特征的高频订单因子改进,7.0656,/mnt/research/研报/国信证券/20240816-国信证券-金融工程专题研究：基于主动买卖特征的高频订单因子改进.pdf,C:\Users\13477\Desktop\量化研报阅读计划\03_盘口订单簿与大单资金流\20240816-国信证券-金融工程专题研究_基于主动买卖特征的高频订单因子改进.pdf,copied,,20240816-国信证券-金融工程专题研究：基于主动买卖特征的高频订单因子改进.pdf (7.07) || 20110530-国信证券-基于基本面先行因子的行业配置模型优化及其应用.pdf (3.83) || 20131016-国信证券-基于一致预期数据的量化选股模型.pdf (3.82)
34,03_盘口订单簿与大单资金流,开源证券,大小单重定标与资金流因子改进,大小单重定标与资金流因子改进,6.8305,/mnt/research/研报/开源证券/20220904-开源证券-市场微观结构研究系列（16）：大小单重定标与资金流因子改进.pdf,C:\Users\13477\Desktop\量化研报阅读计划\03_盘口订单簿与大单资金流\20220904-开源证券-市场微观结构研究系列(16)_大小单重定标与资金流因子改进.pdf,copied,,20220904-开源证券-市场微观结构研究系列（16）：大小单重定标与资金流因子改进.pdf (6.83) || 20230618-开源证券-量化评论（76）：股东户数因子的深挖和改进.pdf (3.94) || 20210924-开源证券-开源量化评论（36）：独家量价因子的高频测试.pdf (3.69)
35,03_盘口订单簿与大单资金流,开源证券,新型因子 资金流动力学与散户羊群效应,新型因子 资金流动力学与散户羊群效应|新型因子|资金流动力学与散户羊群效应,11.9385,/mnt/research/研报/开源证券/20220602-开源证券-市场微观结构研究系列（14）：新型因子，资金流动力学与散户羊群效应.pdf,"C:\Users\13477\Desktop\量化研报阅读计划\03_盘口订单簿与大单资金流\20220602-开源证券-市场微观结构研究系列(14)_新型因子,资金流动力学与散户羊群效应.pdf",copied,,20220602-开源证券-市场微观结构研究系列（14）：新型因子，资金流动力学与散户羊群效应.pdf (11.94) || 20201015-开源证券-开源量化评论（9）：长端动量因子与基本面更兼容.pdf (3.75) || 20220904-开源证券-市场微观结构研究系列（16）：大小单重定标与资金流因子改进.pdf (3.68)
36,04_因子评价后处理与组合构建,光大证券,多因子研究系列 因子回溯测试的总体框架,多因子研究系列 因子回溯测试的总体框架|多因子研究系列|因子回溯测试的总体框架,11.0495,/mnt/research/研报/光大证券/20120822-光大证券-多因子研究系列(一)：因子回溯测试的总体框架.pdf,C:\Users\13477\Desktop\量化研报阅读计划\04_因子评价后处理与组合构建\20120822-光大证券-多因子研究系列(一)_因子回溯测试的总体框架.pdf,copied,,20120822-光大证券-多因子研究系列(一)：因子回溯测试的总体框架.pdf (11.05) || 20120911-光大证券-多因子研究系列(二)：价值类因子测试.pdf (6.73) || 20120911-光大证券-多因子研究系列(三)：成长类因子测试.pdf (6.73)
37,04_因子评价后处理与组合构建,光大证券,多因子系列报告之二 因子测试全集,多因子系列报告之二 因子测试全集|多因子系列报告之二|因子测试全集,12.3265,/mnt/research/研报/光大证券/20170428-光大证券-多因子系列报告之二：因子测试全集.pdf,C:\Users\13477\Desktop\量化研报阅读计划\04_因子评价后处理与组合构建\20170428-光大证券-多因子系列报告之二_因子测试全集.pdf,copied,,20170428-光大证券-多因子系列报告之二：因子测试全集.pdf (12.33) || 20191018-光大证券-多因子系列报告之二十六：创新基本面因子，财务数据全扫描.pdf (6.63) || 20190804-光大证券-多因子系列报告之二十四：短周期因子的挖掘与组合构建.pdf (6.55)
38,04_因子评价后处理与组合构建,天风证券,如何刻画因子对收益的真实预测效果,如何刻画因子对收益的真实预测效果,7.1053,/mnt/research/研报/天风证券/20190925-天风证券-金工专题报告：如何刻画因子对收益的真实预测效果.pdf,C:\Users\13477\Desktop\量化研报阅读计划\04_因子评价后处理与组合构建\20190925-天风证券-金工专题报告_如何刻画因子对收益的真实预测效果.pdf,copied,,20190925-天风证券-金工专题报告：如何刻画因子对收益的真实预测效果.pdf (7.11) || 20170621-天风证券-因子的事件化研究.pdf (3.98) || 20170815-天风证券-MHKQ因子择时模型在A股中的应用.pdf (3.81)
39,04_因子评价后处理与组合构建,国泰君安,如何将阿尔法因子转化为超额收益,如何将阿尔法因子转化为超额收益,6.9322,/mnt/research/研报/国泰君安/20160301-国泰君安-数量化专题之六十八：如何将阿尔法因子转化为超额收益（上）.pdf,C:\Users\13477\Desktop\量化研报阅读计划\04_因子评价后处理与组合构建\20160301-国泰君安-数量化专题之六十八_如何将阿尔法因子转化为超额收益(上).pdf,copied,,20160301-国泰君安-数量化专题之六十八：如何将阿尔法因子转化为超额收益（上）.pdf (6.93) || 20220223-国泰君安-精品文献解读系列（二十六）：如何衡量观测因子拥挤度.pdf (3.86) || 20210416-国泰君安-AI投资方法论：从多因子到多信号.pdf (3.86)
40,04_因子评价后处理与组合构建,东北证券,指数增强视角下的因子检验 合成与组合优化,指数增强视角下的因子检验 合成与组合优化|指数增强视角下的因子检验|合成与组合优化,12.1562,/mnt/research/研报/东北证券/20190626-东北证券-多因子系列报告：指数增强视角下的因子检验、合成与组合优化.pdf,C:\Users\13477\Desktop\量化研报阅读计划\04_因子评价后处理与组合构建\20190626-东北证券-多因子系列报告_指数增强视角下的因子检验、合成与组合优化.pdf,copied,,20190626-东北证券-多因子系列报告：指数增强视角下的因子检验、合成与组合优化.pdf (12.16) || 20230227-东北证券-因子选股系列之四：高频数据下的已实现高阶矩因子及改进.pdf (3.86) || 20190320-东北证券-基本面因子研究：一种分析方法.pdf (3.71)
41,04_因子评价后处理与组合构建,东方证券,Alpha因子库精简与优化,Alpha因子库精简与优化,6.8545,/mnt/research/研报/东方证券/20160812-东方证券-《因子选股系列研究之十》：Alpha因子库精简与优化.pdf,C:\Users\13477\Desktop\量化研报阅读计划\04_因子评价后处理与组合构建\20160812-东方证券-《因子选股系列研究之十》_Alpha因子库精简与优化.pdf,copied,,20160812-东方证券-《因子选股系列研究之十》：Alpha因子库精简与优化.pdf (6.85) || 20211027-东方证券-因子选股系列之七十九：基于大单的alpha因子构建.pdf (4.18) || 20170217-东方证券-《因子选股系列研究（二十）》： 技术类新Alpha因子的批量测试.pdf (4.14)
42,04_因子评价后处理与组合构建,东方证券,组合优化是与非,组合优化是与非,6.4667,/mnt/research/研报/东方证券/20170306-东方证券-《因子选股系列研究之二十一》：组合优化是与非.pdf,C:\Users\13477\Desktop\量化研报阅读计划\04_因子评价后处理与组合构建\20170306-东方证券-《因子选股系列研究之二十一》_组合优化是与非.pdf,copied,,20170306-东方证券-《因子选股系列研究之二十一》：组合优化是与非.pdf (6.47) || 20180301-东方证券-因子选股系列研究之三十五：组合优化的若干问题.pdf (4.02) || 20160812-东方证券-《因子选股系列研究之十》：Alpha因子库精简与优化.pdf (3.73)
43,04_因子评价后处理与组合构建,东方证券,组合优化的若干问题,组合优化的若干问题,6.5918,/mnt/research/研报/东方证券/20180301-东方证券-因子选股系列研究之三十五：组合优化的若干问题.pdf,C:\Users\13477\Desktop\量化研报阅读计划\04_因子评价后处理与组合构建\20180301-东方证券-因子选股系列研究之三十五_组合优化的若干问题.pdf,copied,,20180301-东方证券-因子选股系列研究之三十五：组合优化的若干问题.pdf (6.59) || 20170306-东方证券-《因子选股系列研究之二十一》：组合优化是与非.pdf (4.02) || 20160812-东方证券-《因子选股系列研究之十》：Alpha因子库精简与优化.pdf (3.71)
44,04_因子评价后处理与组合构建,海通证券,因子加权 正交和择时的若干性质,因子加权 正交和择时的若干性质|因子加权|正交和择时的若干性质,11.8621,/mnt/research/研报/海通证券/20171009-海通证券-选股因子系列研究（二十六）：因子加权、正交和择时的若干性质.pdf,C:\Users\13477\Desktop\量化研报阅读计划\04_因子评价后处理与组合构建\20171009-海通证券-选股因子系列研究(二十六)_因子加权、正交和择时的若干性质.pdf,copied,,20171009-海通证券-选股因子系列研究（二十六）：因子加权、正交和择时的若干性质.pdf (11.86) || 20180104-海通证券-选股因子系列研究（三十一）：因子择时指标的筛选.pdf (4.02) || 20170407-海通证券-量化研究新思维（一）：对选股因子择时.pdf (4.00)
45,05_风险模型中性化与暴露,东北证券,Barra模型 CNE6 介绍与应用,Barra模型 CNE6 介绍与应用|Barra模型|CNE6|介绍与应用,14.0339,/mnt/research/研报/东北证券/20181013-东北证券-金融工程研究报告：Barra模型（CNE6）介绍与应用.pdf,C:\Users\13477\Desktop\量化研报阅读计划\05_风险模型中性化与暴露\20181013-东北证券-金融工程研究报告_Barra模型(CNE6)介绍与应用.pdf,copied,,20181013-东北证券-金融工程研究报告：Barra模型（CNE6）介绍与应用.pdf (14.03) || 20190702-东北证券-多因子系列报告：量价因子有效性与相关性问题探讨.pdf (3.53) || 20190320-东北证券-基本面因子研究：一种分析方法.pdf (3.50)
46,05_风险模型中性化与暴露,方正证券,Barra模型初探 A股市场风格解析,Barra模型初探 A股市场风格解析|Barra模型初探|A股市场风格解析,12.0000,/mnt/research/研报/方正证券/20180106-方正证券-“星火”多因子系列报告（一）：Barra模型初探，A股市场风格解析.pdf,"C:\Users\13477\Desktop\量化研报阅读计划\05_风险模型中性化与暴露\20180106-方正证券-“星火”多因子系列报告(一)_Barra模型初探,A股市场风格解析.pdf",copied,,20180106-方正证券-“星火”多因子系列报告（一）：Barra模型初探，A股市场风格解析.pdf (12.00) || 20130422-方正证券-A股市场数量化分析.pdf (4.20) || 20140728-方正证券-市场一致预期量化选股周报.pdf (3.75)
47,05_风险模型中性化与暴露,东吴证券,协方差矩阵的估计和应用 风险模型 最优化复合因子权重,协方差矩阵的估计和应用 风险模型 最优化复合因子权重|协方差矩阵的估计和应用|风险模型|最优化复合因子权重,12.8025,/mnt/research/研报/东吴证券/20180517-东吴证券-因子方法论之二：协方差矩阵的估计和应用~以风险模型和最优化复合因子权重为例.pdf,C:\Users\13477\Desktop\量化研报阅读计划\05_风险模型中性化与暴露\20180517-东吴证券-因子方法论之二_协方差矩阵的估计和应用~以风险模型和最优化复合因子权重为例.pdf,copied,,20180517-东吴证券-因子方法论之二：协方差矩阵的估计和应用~以风险模型和最优化复合因子权重为例.pdf (12.80) || 20181213-东吴证券-“订单簿的温度”系列研究（一）：反转因子的精细结构.pdf (3.67) || 20220817-东吴证券-金工专题报告：成交价改进换手率因子.pdf (3.61)
48,05_风险模型中性化与暴露,海通证券,选股因子的正交,选股因子的正交,6.5349,/mnt/research/研报/海通证券/20170119-海通证券-选股因子系列研究（十七）：选股因子的正交.pdf,C:\Users\13477\Desktop\量化研报阅读计划\05_风险模型中性化与暴露\20170119-海通证券-选股因子系列研究(十七)_选股因子的正交.pdf,copied,,20170119-海通证券-选股因子系列研究（十七）：选股因子的正交.pdf (6.53) || 20190509-海通证券-选股因子系列研究（四十七）：捕捉投资者的交易意愿.pdf (4.28) || 20160627-海通证券-选股因子系列研究(十二)——“量”与“价”.pdf (4.23)
49,05_风险模型中性化与暴露,海通证券,因子加权 正交和择时的若干性质,因子加权 正交和择时的若干性质|因子加权|正交和择时的若干性质,11.8621,/mnt/research/研报/海通证券/20171009-海通证券-选股因子系列研究（二十六）：因子加权、正交和择时的若干性质.pdf,C:\Users\13477\Desktop\量化研报阅读计划\05_风险模型中性化与暴露\20171009-海通证券-选股因子系列研究(二十六)_因子加权、正交和择时的若干性质.pdf,copied,,20171009-海通证券-选股因子系列研究（二十六）：因子加权、正交和择时的若干性质.pdf (11.86) || 20180104-海通证券-选股因子系列研究（三十一）：因子择时指标的筛选.pdf (4.02) || 20170407-海通证券-量化研究新思维（一）：对选股因子择时.pdf (4.00)
50,05_风险模型中性化与暴露,国泰君安,基于Barra CNE6的A股风险模型实践 股票协方差矩阵估计篇,基于Barra CNE6的A股风险模型实践 股票协方差矩阵估计篇|基于Barra|CNE6的A股风险模型实践|股票协方差矩阵估计篇,14.2418,/mnt/research/研报/国泰君安/20240530-国泰君安-权益配置因子研究系列07：基于Barra CNE6的A股风险模型实践，股票协方差矩阵估计篇.pdf,"C:\Users\13477\Desktop\量化研报阅读计划\05_风险模型中性化与暴露\20240530-国泰君安-权益配置因子研究系列07_基于Barra CNE6的A股风险模型实践,股票协方差矩阵估计篇.pdf",copied,,20240530-国泰君安-权益配置因子研究系列07：基于Barra CNE6的A股风险模型实践，股票协方差矩阵估计篇.pdf (14.24) || 20180726-国泰君安-数量化专题之一百一十七：基于风险模糊度的选股策略.pdf (3.83) || 20170607-国泰君安-基于短周期价量特征的多因子选股体系.pdf (3.73)
51,05_风险模型中性化与暴露,长江证券,谁是聪明钱 资金流因子全面测试兼正交化方法详解,谁是聪明钱 资金流因子全面测试兼正交化方法详解|谁是聪明钱|资金流因子全面测试兼正交化方法详解,12.2286,/mnt/research/研报/长江证券/20180611-长江证券-基础因子研究（五）：谁是“聪明钱”？资金流因子全面测试兼正交化方法详解.pdf,C:\Users\13477\Desktop\量化研报阅读计划\05_风险模型中性化与暴露\20180611-长江证券-基础因子研究(五)_谁是“聪明钱”_资金流因子全面测试兼正交化方法详解.pdf,copied,,20180611-长江证券-基础因子研究（五）：谁是“聪明钱”？资金流因子全面测试兼正交化方法详解.pdf (12.23) || 20171207-长江证券-ROE_因子深度测试：从绩优股指数说起.pdf (3.83) || 20110825-长江证券-基本面选股因子的单因素效果测试之三_量化选股系列报告.pdf (3.82)
52,05_风险模型中性化与暴露,国联证券,Barra CNE6 A股适用探析,Barra CNE6 A股适用探析|Barra|CNE6|A股适用探析,11.7812,/mnt/research/研报/国联证券/20211127-国联证券-周期内barra~CNE6的A股适用探析：规模和成长因子迎来春天.pdf,C:\Users\13477\Desktop\量化研报阅读计划\05_风险模型中性化与暴露\20211127-国联证券-周期内barra~CNE6的A股适用探析_规模和成长因子迎来春天.pdf,copied,,20211127-国联证券-周期内barra~CNE6的A股适用探析：规模和成长因子迎来春天.pdf (11.78) || 20181013-东北证券-金融工程研究报告：Barra模型（CNE6）介绍与应用.pdf (5.24) || 20240530-国泰君安-权益配置因子研究系列07：基于Barra CNE6的A股风险模型实践，股票协方差矩阵估计篇.pdf (4.95)
53,06_遗传规划与自动因子挖掘,申万宏源,寻找不一样的Alpha 遗传算法和遗传规划,寻找不一样的Alpha 遗传算法和遗传规划|寻找不一样的Alpha|遗传算法和遗传规划,12.4407,/mnt/research/研报/申万宏源/20160906-申万宏源-寻找不一样的Alpha：遗传算法和遗传规划.pdf,C:\Users\13477\Desktop\量化研报阅读计划\06_遗传规划与自动因子挖掘\20160906-申万宏源-寻找不一样的Alpha_遗传算法和遗传规划.pdf,copied,,20160906-申万宏源-寻找不一样的Alpha：遗传算法和遗传规划.pdf (12.44) || 20160614-申万宏源-《Master》大师系列第二季2016Q2：寻找Alpha成长因子.pdf (3.96) || 申万宏源_20160901_技术指标测试大全之十一—Bias.pdf (3.78)
54,06_遗传规划与自动因子挖掘,华泰证券,基于遗传规划的选股因子挖掘,基于遗传规划的选股因子挖掘,6.7895,/mnt/research/研报/华泰证券/20190610-华泰证券-华泰人工智能系列之二十一：基于遗传规划的选股因子挖掘.pdf,C:\Users\13477\Desktop\量化研报阅读计划\06_遗传规划与自动因子挖掘\20190610-华泰证券-华泰人工智能系列之二十一_基于遗传规划的选股因子挖掘.pdf,copied,,20190610-华泰证券-华泰人工智能系列之二十一：基于遗传规划的选股因子挖掘.pdf (6.79) || 20190807-华泰证券-人工智能系列之二十三：再探基于遗传规划的选股因子挖掘.pdf (6.79) || 【华泰金工】基本面选股10：华泰价值选股之现金流因子研究20170822.pdf (3.79)
55,06_遗传规划与自动因子挖掘,华泰证券,再探基于遗传规划的选股因子挖掘,再探基于遗传规划的选股因子挖掘,6.9322,/mnt/research/研报/华泰证券/20190807-华泰证券-人工智能系列之二十三：再探基于遗传规划的选股因子挖掘.pdf,C:\Users\13477\Desktop\量化研报阅读计划\06_遗传规划与自动因子挖掘\20190807-华泰证券-人工智能系列之二十三_再探基于遗传规划的选股因子挖掘.pdf,copied,,20190807-华泰证券-人工智能系列之二十三：再探基于遗传规划的选股因子挖掘.pdf (6.93) || 20190610-华泰证券-华泰人工智能系列之二十一：基于遗传规划的选股因子挖掘.pdf (4.73) || 【华泰金工】基本面选股10：华泰价值选股之现金流因子研究20170822.pdf (3.76)
56,06_遗传规划与自动因子挖掘,国联证券,基于遗传规划的对传统量价因子的优化思路,基于遗传规划的对传统量价因子的优化思路,7.1905,/mnt/research/研报/国联证券/20240128-国联证券-金融工程专题：基于遗传规划的对传统量价因子的优化思路.pdf,C:\Users\13477\Desktop\量化研报阅读计划\06_遗传规划与自动因子挖掘\20240128-国联证券-金融工程专题_基于遗传规划的对传统量价因子的优化思路.pdf,copied,,20240128-国联证券-金融工程专题：基于遗传规划的对传统量价因子的优化思路.pdf (7.19) || 20210729-国联证券-Smart_Beta系列一：成长因子的测试与优化.pdf (3.90) || 20211127-国联证券-周期内barra~CNE6的A股适用探析：规模和成长因子迎来春天.pdf (3.62)
57,06_遗传规划与自动因子挖掘,中信建投,AlphaZero AutoML-Zero 高频数据低频化因子挖掘框架,AlphaZero AutoML-Zero 高频数据低频化因子挖掘框架|AlphaZero|AutoML|Zero|高频数据低频化因子挖掘框架,14.8555,/mnt/research/研报/中信建投/20221214-中信建投-“逐鹿”Alpha 专题报告（十二）：AlphaZero，基于AutoML-Zero的高频数据低频化因子挖掘框架.pdf,"C:\Users\13477\Desktop\量化研报阅读计划\06_遗传规划与自动因子挖掘\20221214-中信建投-“逐鹿”Alpha 专题报告(十二)_AlphaZero,基于AutoML-Zero的高频数据低频化因子挖掘框架.pdf",copied,,20221214-中信建投-“逐鹿”Alpha 专题报告（十二）：AlphaZero，基于AutoML-Zero的高频数据低频化因子挖掘框架.pdf (14.86) || 20230217-中信建投-“逐鹿”Alpha专题报告（十三）：基于openFE的基本面因子挖掘框架.pdf (4.24) || 20230723-中信建投-“逐鹿”Alpha专题报告（十五）：基于领域知识生成的基本面因子挖掘框架.pdf (4.10)
58,06_遗传规划与自动因子挖掘,国金证券,如何利用ChatGPT挖掘高频选股因子,如何利用ChatGPT挖掘高频选股因子,7.0294,/mnt/research/研报/国金证券/20230404-国金证券-Alpha掘金系列之五：如何利用ChatGPT挖掘高频选股因子？.pdf,C:\Users\13477\Desktop\量化研报阅读计划\06_遗传规划与自动因子挖掘\20230404-国金证券-Alpha掘金系列之五_如何利用ChatGPT挖掘高频选股因子_.pdf,copied,,20230404-国金证券-Alpha掘金系列之五：如何利用ChatGPT挖掘高频选股因子？.pdf (7.03) || 20230202-国金证券-Alpha掘金系列之三：高频非线性选股因子的线性化与失效因子的动态纠正.pdf (4.08) || 20221118-国金证券-金融工程专题报告：Alpha掘金系列之二，基于高频快照数据的量价背离选股因子.pdf (4.05)
59,06_遗传规划与自动因子挖掘,东方证券,机器因子库相对人工因子库的增量,机器因子库相对人工因子库的增量,6.9000,/mnt/research/研报/东方证券/20200911-东方证券-《因子选股系列研究之七十》：机器因子库相对人工因子库的增量.pdf,C:\Users\13477\Desktop\量化研报阅读计划\06_遗传规划与自动因子挖掘\20200911-东方证券-《因子选股系列研究之七十》_机器因子库相对人工因子库的增量.pdf,copied,,20200911-东方证券-《因子选股系列研究之七十》：机器因子库相对人工因子库的增量.pdf (6.90) || 20170217-东方证券-《因子选股系列研究（二十）》： 技术类新Alpha因子的批量测试.pdf (4.00) || 20170217-东方证券-《因子选股系列研究之二十》：技术类新Alpha因子的批量测试.pdf (3.98)
60,06_遗传规划与自动因子挖掘,海通证券,深度学习高频因子的特征工程,深度学习高频因子的特征工程,6.8214,/mnt/research/研报/海通证券/20230130-海通证券-选股因子系列研究（八十六）：深度学习高频因子的特征工程.pdf,C:\Users\13477\Desktop\量化研报阅读计划\06_遗传规划与自动因子挖掘\20230130-海通证券-选股因子系列研究(八十六)_深度学习高频因子的特征工程.pdf,copied,,20230130-海通证券-选股因子系列研究（八十六）：深度学习高频因子的特征工程.pdf (6.82) || 20240126-海通证券-选股因子系列研究（九十三）：深度学习因子的“模型动物园”.pdf (4.20) || 20170505-海通证券-选股因子系列研究（十九）：高频因子之股票收益分布特征.pdf (4.09)
61,06_遗传规划与自动因子挖掘,国泰君安,订单流数据特征挖掘的机器学习方法,订单流数据特征挖掘的机器学习方法,6.9672,/mnt/research/研报/国泰君安/20240526-国泰君安-学术纵横系列之五十四：订单流数据特征挖掘的机器学习方法.pdf,C:\Users\13477\Desktop\量化研报阅读计划\06_遗传规划与自动因子挖掘\20240526-国泰君安-学术纵横系列之五十四_订单流数据特征挖掘的机器学习方法.pdf,copied,,20240526-国泰君安-学术纵横系列之五十四：订单流数据特征挖掘的机器学习方法.pdf (6.97) || 20170607-国泰君安-基于短周期价量特征的多因子选股体系.pdf (3.81) || 20170615-国泰君安-数量化专题之九十三：基于短周期价量特征的多因子选股体系.pdf (3.79)
